date,county,state,fips,cases,deaths
2020-05-06,Marinette,Wisconsin,55075.0,13,1
2020-05-06,Marquette,Wisconsin,55077.0,3,1
2020-05-06,Menominee,Wisconsin,55078.0,1,0
2020-05-06,Milwaukee,Wisconsin,55079.0,3469,204
2020-05-06,Monroe,Wisconsin,55081.0,14,1
2020-05-06,Oconto,Wisconsin,55083.0,23,0
2020-05-06,Oneida,Wisconsin,55085.0,6,0
2020-05-06,Outagamie,Wisconsin,55087.0,83,2
2020-05-06,Ozaukee,Wisconsin,55089.0,95,9
2020-05-06,Pierce,Wisconsin,55093.0,11,0
2020-05-06,Polk,Wisconsin,55095.0,5,0
2020-05-06,Portage,Wisconsin,55097.0,7,0
2020-05-06,Price,Wisconsin,55099.0,1,0
2020-05-06,Racine,Wisconsin,55101.0,559,15
2020-05-06,Richland,Wisconsin,55103.0,13,2
2020-05-06,Rock,Wisconsin,55105.0,311,10
2020-05-06,Rusk,Wisconsin,55107.0,4,0
2020-05-06,Sauk,Wisconsin,55111.0,70,3
2020-05-06,Sawyer,Wisconsin,55113.0,4,0
2020-05-06,Shawano,Wisconsin,55115.0,17,0
2020-05-06,Sheboygan,Wisconsin,55117.0,59,2
2020-05-06,St. Croix,Wisconsin,55109.0,23,0
2020-05-06,Trempealeau,Wisconsin,55121.0,5,0
2020-05-06,Vernon,Wisconsin,55123.0,2,0
2020-05-06,Vilas,Wisconsin,55125.0,4,0
2020-05-06,Walworth,Wisconsin,55127.0,215,9
2020-05-06,Washburn,Wisconsin,55129.0,1,0
2020-05-06,Washington,Wisconsin,55131.0,107,4
2020-05-06,Waukesha,Wisconsin,55133.0,374,22
2020-05-06,Waupaca,Wisconsin,55135.0,10,1
2020-05-06,Waushara,Wisconsin,55137.0,4,0
2020-05-06,Winnebago,Wisconsin,55139.0,85,1
2020-05-06,Wood,Wisconsin,55141.0,2,0
2020-05-07,Adams,Wisconsin,55001.0,4,1
2020-05-07,Ashland,Wisconsin,55003.0,2,0
2020-05-07,Barron,Wisconsin,55005.0,7,0
2020-05-07,Bayfield,Wisconsin,55007.0,3,1
2020-05-07,Brown,Wisconsin,55009.0,1706,12
2020-05-07,Buffalo,Wisconsin,55011.0,5,1
2020-05-07,Calumet,Wisconsin,55015.0,22,0
2020-05-07,Chippewa,Wisconsin,55017.0,27,0
2020-05-07,Clark,Wisconsin,55019.0,23,4
2020-05-07,Columbia,Wisconsin,55021.0,32,1
2020-05-07,Crawford,Wisconsin,55023.0,16,0
2020-05-07,Dane,Wisconsin,55025.0,447,22
2020-05-07,Dodge,Wisconsin,55027.0,46,1
2020-05-07,Door,Wisconsin,55029.0,18,3
2020-05-07,Douglas,Wisconsin,55031.0,10,0
2020-05-07,Dunn,Wisconsin,55033.0,14,0
2020-05-07,Eau Claire,Wisconsin,55035.0,47,0
2020-05-07,Florence,Wisconsin,55037.0,2,0
2020-05-07,Fond du Lac,Wisconsin,55039.0,84,3
2020-05-07,Forest,Wisconsin,55041.0,1,0
2020-05-07,Grant,Wisconsin,55043.0,66,7
2020-05-07,Green,Wisconsin,55045.0,21,0
2020-05-07,Green Lake,Wisconsin,55047.0,5,0
2020-05-07,Iowa,Wisconsin,55049.0,10,0
2020-05-07,Iron,Wisconsin,55051.0,2,1
2020-05-07,Jackson,Wisconsin,55053.0,12,1
2020-05-07,Jefferson,Wisconsin,55055.0,50,0
2020-05-07,Juneau,Wisconsin,55057.0,20,1
2020-05-07,Kenosha,Wisconsin,55059.0,610,14
2020-05-07,Kewaunee,Wisconsin,55061.0,25,1
2020-05-07,La Crosse,Wisconsin,55063.0,32,0
2020-05-07,Lafayette,Wisconsin,55065.0,9,0
2020-05-07,Lincoln,Wisconsin,55069.0,1,0
2020-05-07,Manitowoc,Wisconsin,55071.0,17,1
2020-05-07,Marathon,Wisconsin,55073.0,21,1
2020-05-07,Marinette,Wisconsin,55075.0,13,1
2020-05-07,Marquette,Wisconsin,55077.0,3,1
2020-05-07,Menominee,Wisconsin,55078.0,2,0
2020-05-07,Milwaukee,Wisconsin,55079.0,3573,212
2020-05-07,Monroe,Wisconsin,55081.0,14,1
2020-05-07,Oconto,Wisconsin,55083.0,26,0
2020-05-07,Oneida,Wisconsin,55085.0,6,0
2020-05-07,Outagamie,Wisconsin,55087.0,93,2
2020-05-07,Ozaukee,Wisconsin,55089.0,99,9
2020-05-07,Pierce,Wisconsin,55093.0,12,0
2020-05-07,Polk,Wisconsin,55095.0,5,0
2020-05-07,Portage,Wisconsin,55097.0,7,0
2020-05-07,Price,Wisconsin,55099.0,1,0
2020-05-07,Racine,Wisconsin,55101.0,590,16
2020-05-07,Richland,Wisconsin,55103.0,13,2
2020-05-07,Rock,Wisconsin,55105.0,324,12
2020-05-07,Rusk,Wisconsin,55107.0,4,0
2020-05-07,Sauk,Wisconsin,55111.0,69,3
2020-05-07,Sawyer,Wisconsin,55113.0,4,0
2020-05-07,Shawano,Wisconsin,55115.0,17,0
2020-05-07,Sheboygan,Wisconsin,55117.0,65,2
2020-05-07,St. Croix,Wisconsin,55109.0,23,0
2020-05-07,Trempealeau,Wisconsin,55121.0,5,0
2020-05-07,Vernon,Wisconsin,55123.0,2,0
2020-05-07,Vilas,Wisconsin,55125.0,4,0
2020-05-07,Walworth,Wisconsin,55127.0,226,9
2020-05-07,Washburn,Wisconsin,55129.0,1,0
2020-05-07,Washington,Wisconsin,55131.0,113,4
2020-05-07,Waukesha,Wisconsin,55133.0,380,22
2020-05-07,Waupaca,Wisconsin,55135.0,10,1
2020-05-07,Waushara,Wisconsin,55137.0,4,0
2020-05-07,Winnebago,Wisconsin,55139.0,88,1
2020-05-07,Wood,Wisconsin,55141.0,2,0
2020-05-08,Adams,Wisconsin,55001.0,4,1
2020-05-08,Ashland,Wisconsin,55003.0,2,0
2020-05-08,Barron,Wisconsin,55005.0,10,0
2020-05-08,Bayfield,Wisconsin,55007.0,3,1
2020-05-08,Brown,Wisconsin,55009.0,1777,13
2020-05-08,Buffalo,Wisconsin,55011.0,5,1
2020-05-08,Calumet,Wisconsin,55015.0,34,0
2020-05-08,Chippewa,Wisconsin,55017.0,27,0
2020-05-08,Clark,Wisconsin,55019.0,23,4
2020-05-08,Columbia,Wisconsin,55021.0,32,1
2020-05-08,Crawford,Wisconsin,55023.0,16,0
2020-05-08,Dane,Wisconsin,55025.0,455,22
2020-05-08,Dodge,Wisconsin,55027.0,51,1
2020-05-08,Door,Wisconsin,55029.0,18,3
2020-05-08,Douglas,Wisconsin,55031.0,10,0
2020-05-08,Dunn,Wisconsin,55033.0,14,0
2020-05-08,Eau Claire,Wisconsin,55035.0,50,0
2020-05-08,Florence,Wisconsin,55037.0,2,0
2020-05-08,Fond du Lac,Wisconsin,55039.0,85,3
2020-05-08,Forest,Wisconsin,55041.0,1,0
2020-05-08,Grant,Wisconsin,55043.0,66,7
2020-05-08,Green,Wisconsin,55045.0,23,0
2020-05-08,Green Lake,Wisconsin,55047.0,6,0
2020-05-08,Iowa,Wisconsin,55049.0,10,0
2020-05-08,Iron,Wisconsin,55051.0,2,1
2020-05-08,Jackson,Wisconsin,55053.0,12,1
2020-05-08,Jefferson,Wisconsin,55055.0,50,0
2020-05-08,Juneau,Wisconsin,55057.0,21,1
2020-05-08,Kenosha,Wisconsin,55059.0,627,15
2020-05-08,Kewaunee,Wisconsin,55061.0,26,1
2020-05-08,La Crosse,Wisconsin,55063.0,32,0
2020-05-08,Lafayette,Wisconsin,55065.0,9,0
2020-05-08,Lincoln,Wisconsin,55069.0,1,0
2020-05-08,Manitowoc,Wisconsin,55071.0,17,1
2020-05-08,Marathon,Wisconsin,55073.0,22,1
2020-05-08,Marinette,Wisconsin,55075.0,15,1
2020-05-08,Marquette,Wisconsin,55077.0,3,1
2020-05-08,Menominee,Wisconsin,55078.0,2,0
2020-05-08,Milwaukee,Wisconsin,55079.0,3722,219
2020-05-08,Monroe,Wisconsin,55081.0,14,1
2020-05-08,Oconto,Wisconsin,55083.0,27,0
2020-05-08,Oneida,Wisconsin,55085.0,7,0
2020-05-08,Outagamie,Wisconsin,55087.0,105,2
2020-05-08,Ozaukee,Wisconsin,55089.0,101,9
2020-05-08,Pierce,Wisconsin,55093.0,12,0
2020-05-08,Polk,Wisconsin,55095.0,5,0
2020-05-08,Portage,Wisconsin,55097.0,7,0
2020-05-08,Price,Wisconsin,55099.0,1,0
2020-05-08,Racine,Wisconsin,55101.0,634,16
2020-05-08,Richland,Wisconsin,55103.0,13,2
2020-05-08,Rock,Wisconsin,55105.0,343,12
2020-05-08,Rusk,Wisconsin,55107.0,4,0
2020-05-08,Sauk,Wisconsin,55111.0,69,3
2020-05-08,Sawyer,Wisconsin,55113.0,4,0
2020-05-08,Shawano,Wisconsin,55115.0,20,0
2020-05-08,Sheboygan,Wisconsin,55117.0,65,2
2020-05-08,St. Croix,Wisconsin,55109.0,26,0
2020-05-08,Trempealeau,Wisconsin,55121.0,5,0
2020-05-08,Vernon,Wisconsin,55123.0,3,0
2020-05-08,Vilas,Wisconsin,55125.0,4,0
2020-05-08,Walworth,Wisconsin,55127.0,226,10
2020-05-08,Washburn,Wisconsin,55129.0,1,0
2020-05-08,Washington,Wisconsin,55131.0,114,4
2020-05-08,Waukesha,Wisconsin,55133.0,387,22
2020-05-08,Waupaca,Wisconsin,55135.0,11,1
2020-05-08,Waushara,Wisconsin,55137.0,4,0
2020-05-08,Winnebago,Wisconsin,55139.0,91,1
2020-05-08,Wood,Wisconsin,55141.0,2,0
2020-05-09,Adams,Wisconsin,55001.0,4,1
2020-05-09,Ashland,Wisconsin,55003.0,2,0
2020-05-09,Barron,Wisconsin,55005.0,10,0
2020-05-09,Bayfield,Wisconsin,55007.0,3,1
2020-05-09,Brown,Wisconsin,55009.0,1834,18
2020-05-09,Buffalo,Wisconsin,55011.0,5,1
2020-05-09,Calumet,Wisconsin,55015.0,35,0
2020-05-09,Chippewa,Wisconsin,55017.0,29,0
2020-05-09,Clark,Wisconsin,55019.0,24,4
2020-05-09,Columbia,Wisconsin,55021.0,32,1
2020-05-09,Crawford,Wisconsin,55023.0,17,0
2020-05-09,Dane,Wisconsin,55025.0,465,22
2020-05-09,Dodge,Wisconsin,55027.0,55,1
2020-05-09,Door,Wisconsin,55029.0,20,3
2020-05-09,Douglas,Wisconsin,55031.0,11,0
2020-05-09,Dunn,Wisconsin,55033.0,14,0
2020-05-09,Eau Claire,Wisconsin,55035.0,54,0
2020-05-09,Florence,Wisconsin,55037.0,2,0
2020-05-09,Fond du Lac,Wisconsin,55039.0,86,3
2020-05-09,Forest,Wisconsin,55041.0,1,0
2020-05-09,Grant,Wisconsin,55043.0,67,7
2020-05-09,Green,Wisconsin,55045.0,33,0
2020-05-09,Green Lake,Wisconsin,55047.0,7,0
2020-05-09,Iowa,Wisconsin,55049.0,10,0
2020-05-09,Iron,Wisconsin,55051.0,2,1
2020-05-09,Jackson,Wisconsin,55053.0,12,1
2020-05-09,Jefferson,Wisconsin,55055.0,50,2
2020-05-09,Juneau,Wisconsin,55057.0,21,1
2020-05-09,Kenosha,Wisconsin,55059.0,651,15
2020-05-09,Kewaunee,Wisconsin,55061.0,28,1
2020-05-09,La Crosse,Wisconsin,55063.0,32,0
2020-05-09,Lafayette,Wisconsin,55065.0,13,0
2020-05-09,Lincoln,Wisconsin,55069.0,1,0
2020-05-09,Manitowoc,Wisconsin,55071.0,19,1
2020-05-09,Marathon,Wisconsin,55073.0,24,1
2020-05-09,Marinette,Wisconsin,55075.0,16,1
2020-05-09,Marquette,Wisconsin,55077.0,3,1
2020-05-09,Menominee,Wisconsin,55078.0,2,0
2020-05-09,Milwaukee,Wisconsin,55079.0,3854,224
2020-05-09,Monroe,Wisconsin,55081.0,14,1
2020-05-09,Oconto,Wisconsin,55083.0,28,0
2020-05-09,Oneida,Wisconsin,55085.0,7,0
2020-05-09,Outagamie,Wisconsin,55087.0,111,2
2020-05-09,Ozaukee,Wisconsin,55089.0,104,9
2020-05-09,Pierce,Wisconsin,55093.0,12,0
2020-05-09,Polk,Wisconsin,55095.0,5,0
2020-05-09,Portage,Wisconsin,55097.0,7,0
2020-05-09,Price,Wisconsin,55099.0,1,0
2020-05-09,Racine,Wisconsin,55101.0,680,16
2020-05-09,Richland,Wisconsin,55103.0,13,2
2020-05-09,Rock,Wisconsin,55105.0,347,13
2020-05-09,Rusk,Wisconsin,55107.0,4,0
2020-05-09,Sauk,Wisconsin,55111.0,71,3
2020-05-09,Sawyer,Wisconsin,55113.0,4,0
2020-05-09,Shawano,Wisconsin,55115.0,20,0
2020-05-09,Sheboygan,Wisconsin,55117.0,65,2
2020-05-09,St. Croix,Wisconsin,55109.0,27,0
2020-05-09,Trempealeau,Wisconsin,55121.0,5,0
2020-05-09,Vernon,Wisconsin,55123.0,3,0
2020-05-09,Vilas,Wisconsin,55125.0,4,0
2020-05-09,Walworth,Wisconsin,55127.0,229,10
2020-05-09,Washburn,Wisconsin,55129.0,1,0
2020-05-09,Washington,Wisconsin,55131.0,116,4
2020-05-09,Waukesha,Wisconsin,55133.0,396,23
2020-05-09,Waupaca,Wisconsin,55135.0,13,1
2020-05-09,Waushara,Wisconsin,55137.0,4,0
2020-05-09,Winnebago,Wisconsin,55139.0,98,1
2020-05-09,Wood,Wisconsin,55141.0,2,0
2020-05-10,Adams,Wisconsin,55001.0,4,1
2020-05-10,Ashland,Wisconsin,55003.0,2,0
2020-05-10,Barron,Wisconsin,55005.0,12,0
2020-05-10,Bayfield,Wisconsin,55007.0,3,1
2020-05-10,Brown,Wisconsin,55009.0,1897,18
2020-05-10,Buffalo,Wisconsin,55011.0,5,1
2020-05-10,Calumet,Wisconsin,55015.0,40,1
2020-05-10,Chippewa,Wisconsin,55017.0,29,0
2020-05-10,Clark,Wisconsin,55019.0,24,4
2020-05-10,Columbia,Wisconsin,55021.0,32,1
2020-05-10,Crawford,Wisconsin,55023.0,17,0
2020-05-10,Dane,Wisconsin,55025.0,472,22
2020-05-10,Dodge,Wisconsin,55027.0,67,1
2020-05-10,Door,Wisconsin,55029.0,21,3
2020-05-10,Douglas,Wisconsin,55031.0,11,0
2020-05-10,Dunn,Wisconsin,55033.0,14,0
2020-05-10,Eau Claire,Wisconsin,55035.0,54,0
2020-05-10,Florence,Wisconsin,55037.0,2,0
2020-05-10,Fond du Lac,Wisconsin,55039.0,93,3
2020-05-10,Forest,Wisconsin,55041.0,3,0
2020-05-10,Grant,Wisconsin,55043.0,68,7
2020-05-10,Green,Wisconsin,55045.0,33,0
2020-05-10,Green Lake,Wisconsin,55047.0,8,0
2020-05-10,Iowa,Wisconsin,55049.0,10,0
2020-05-10,Iron,Wisconsin,55051.0,2,1
2020-05-10,Jackson,Wisconsin,55053.0,14,1
2020-05-10,Jefferson,Wisconsin,55055.0,50,2
2020-05-10,Juneau,Wisconsin,55057.0,21,1
2020-05-10,Kenosha,Wisconsin,55059.0,682,15
2020-05-10,Kewaunee,Wisconsin,55061.0,29,1
2020-05-10,La Crosse,Wisconsin,55063.0,33,0
2020-05-10,Lafayette,Wisconsin,55065.0,13,0
2020-05-10,Lincoln,Wisconsin,55069.0,1,0
2020-05-10,Manitowoc,Wisconsin,55071.0,19,1
2020-05-10,Marathon,Wisconsin,55073.0,24,1
2020-05-10,Marinette,Wisconsin,55075.0,16,1
2020-05-10,Marquette,Wisconsin,55077.0,3,1
2020-05-10,Menominee,Wisconsin,55078.0,2,0
2020-05-10,Milwaukee,Wisconsin,55079.0,3952,225
2020-05-10,Monroe,Wisconsin,55081.0,14,1
2020-05-10,Oconto,Wisconsin,55083.0,27,0
2020-05-10,Oneida,Wisconsin,55085.0,7,0
2020-05-10,Outagamie,Wisconsin,55087.0,112,2
2020-05-10,Ozaukee,Wisconsin,55089.0,105,9
2020-05-10,Pierce,Wisconsin,55093.0,12,0
2020-05-10,Polk,Wisconsin,55095.0,5,0
2020-05-10,Portage,Wisconsin,55097.0,7,0
2020-05-10,Price,Wisconsin,55099.0,1,0
2020-05-10,Racine,Wisconsin,55101.0,704,16
2020-05-10,Richland,Wisconsin,55103.0,13,2
2020-05-10,Rock,Wisconsin,55105.0,354,13
2020-05-10,Rusk,Wisconsin,55107.0,4,0
2020-05-10,Sauk,Wisconsin,55111.0,71,3
2020-05-10,Sawyer,Wisconsin,55113.0,4,0
2020-05-10,Shawano,Wisconsin,55115.0,22,0
2020-05-10,Sheboygan,Wisconsin,55117.0,66,2
2020-05-10,St. Croix,Wisconsin,55109.0,27,0
2020-05-10,Trempealeau,Wisconsin,55121.0,5,0
2020-05-10,Vernon,Wisconsin,55123.0,3,0
2020-05-10,Vilas,Wisconsin,55125.0,4,0
2020-05-10,Walworth,Wisconsin,55127.0,235,10
2020-05-10,Washburn,Wisconsin,55129.0,1,0
2020-05-10,Washington,Wisconsin,55131.0,117,4
2020-05-10,Waukesha,Wisconsin,55133.0,400,23
2020-05-10,Waupaca,Wisconsin,55135.0,13,1
2020-05-10,Waushara,Wisconsin,55137.0,4,0
2020-05-10,Winnebago,Wisconsin,55139.0,98,1
2020-05-10,Wood,Wisconsin,55141.0,2,0
2020-05-11,Adams,Wisconsin,55001.0,4,1
2020-05-11,Ashland,Wisconsin,55003.0,2,0
2020-05-11,Barron,Wisconsin,55005.0,11,0
2020-05-11,Bayfield,Wisconsin,55007.0,3,1
2020-05-11,Brown,Wisconsin,55009.0,1924,18
2020-05-11,Buffalo,Wisconsin,55011.0,5,1
2020-05-11,Calumet,Wisconsin,55015.0,41,1
2020-05-11,Chippewa,Wisconsin,55017.0,30,0
2020-05-11,Clark,Wisconsin,55019.0,24,4
2020-05-11,Columbia,Wisconsin,55021.0,32,1
2020-05-11,Crawford,Wisconsin,55023.0,17,0
2020-05-11,Dane,Wisconsin,55025.0,474,22
2020-05-11,Dodge,Wisconsin,55027.0,74,1
2020-05-11,Door,Wisconsin,55029.0,22,3
2020-05-11,Douglas,Wisconsin,55031.0,11,0
2020-05-11,Dunn,Wisconsin,55033.0,14,0
2020-05-11,Eau Claire,Wisconsin,55035.0,57,0
2020-05-11,Florence,Wisconsin,55037.0,2,0
2020-05-11,Fond du Lac,Wisconsin,55039.0,101,3
2020-05-11,Forest,Wisconsin,55041.0,4,0
2020-05-11,Grant,Wisconsin,55043.0,68,9
2020-05-11,Green,Wisconsin,55045.0,33,0
2020-05-11,Green Lake,Wisconsin,55047.0,8,0
2020-05-11,Iowa,Wisconsin,55049.0,10,0
2020-05-11,Iron,Wisconsin,55051.0,2,1
2020-05-11,Jackson,Wisconsin,55053.0,14,1
2020-05-11,Jefferson,Wisconsin,55055.0,51,2
2020-05-11,Juneau,Wisconsin,55057.0,21,1
2020-05-11,Kenosha,Wisconsin,55059.0,693,16
2020-05-11,Kewaunee,Wisconsin,55061.0,29,1
2020-05-11,La Crosse,Wisconsin,55063.0,32,0
2020-05-11,Lafayette,Wisconsin,55065.0,13,0
2020-05-11,Lincoln,Wisconsin,55069.0,1,0
2020-05-11,Manitowoc,Wisconsin,55071.0,19,1
2020-05-11,Marathon,Wisconsin,55073.0,25,1
2020-05-11,Marinette,Wisconsin,55075.0,21,1
2020-05-11,Marquette,Wisconsin,55077.0,3,1
2020-05-11,Menominee,Wisconsin,55078.0,2,0
2020-05-11,Milwaukee,Wisconsin,55079.0,4022,231
2020-05-11,Monroe,Wisconsin,55081.0,15,1
2020-05-11,Oconto,Wisconsin,55083.0,28,0
2020-05-11,Oneida,Wisconsin,55085.0,7,0
2020-05-11,Outagamie,Wisconsin,55087.0,117,2
2020-05-11,Ozaukee,Wisconsin,55089.0,107,9
2020-05-11,Pierce,Wisconsin,55093.0,13,0
2020-05-11,Polk,Wisconsin,55095.0,5,0
2020-05-11,Portage,Wisconsin,55097.0,7,0
2020-05-11,Price,Wisconsin,55099.0,1,0
2020-05-11,Racine,Wisconsin,55101.0,724,16
2020-05-11,Richland,Wisconsin,55103.0,13,2
2020-05-11,Rock,Wisconsin,55105.0,361,13
2020-05-11,Rusk,Wisconsin,55107.0,4,0
2020-05-11,Sauk,Wisconsin,55111.0,72,3
2020-05-11,Sawyer,Wisconsin,55113.0,4,0
2020-05-11,Shawano,Wisconsin,55115.0,25,0
2020-05-11,Sheboygan,Wisconsin,55117.0,66,2
2020-05-11,St. Croix,Wisconsin,55109.0,29,0
2020-05-11,Trempealeau,Wisconsin,55121.0,5,0
2020-05-11,Vernon,Wisconsin,55123.0,3,0
2020-05-11,Vilas,Wisconsin,55125.0,4,0
2020-05-11,Walworth,Wisconsin,55127.0,240,10
2020-05-11,Washburn,Wisconsin,55129.0,1,0
2020-05-11,Washington,Wisconsin,55131.0,118,4
2020-05-11,Waukesha,Wisconsin,55133.0,409,23
2020-05-11,Waupaca,Wisconsin,55135.0,13,1
2020-05-11,Waushara,Wisconsin,55137.0,4,0
2020-05-11,Winnebago,Wisconsin,55139.0,100,1
2020-05-11,Wood,Wisconsin,55141.0,4,0
2020-05-12,Adams,Wisconsin,55001.0,4,1
2020-05-12,Ashland,Wisconsin,55003.0,2,0
2020-05-12,Barron,Wisconsin,55005.0,11,0
2020-05-12,Bayfield,Wisconsin,55007.0,3,1
2020-05-12,Brown,Wisconsin,55009.0,1958,20
2020-05-12,Buffalo,Wisconsin,55011.0,5,1
2020-05-12,Calumet,Wisconsin,55015.0,43,1
2020-05-12,Chippewa,Wisconsin,55017.0,31,0
2020-05-12,Clark,Wisconsin,55019.0,24,4
2020-05-12,Columbia,Wisconsin,55021.0,34,1
2020-05-12,Crawford,Wisconsin,55023.0,17,0
2020-05-12,Dane,Wisconsin,55025.0,483,22
2020-05-12,Dodge,Wisconsin,55027.0,75,1
2020-05-12,Door,Wisconsin,55029.0,22,3
2020-05-12,Douglas,Wisconsin,55031.0,11,0
2020-05-12,Dunn,Wisconsin,55033.0,14,0
2020-05-12,Eau Claire,Wisconsin,55035.0,60,0
2020-05-12,Florence,Wisconsin,55037.0,2,0
2020-05-12,Fond du Lac,Wisconsin,55039.0,108,3
2020-05-12,Forest,Wisconsin,55041.0,4,0
2020-05-12,Grant,Wisconsin,55043.0,69,9
2020-05-12,Green,Wisconsin,55045.0,34,0
2020-05-12,Green Lake,Wisconsin,55047.0,8,0
2020-05-12,Iowa,Wisconsin,55049.0,10,0
2020-05-12,Iron,Wisconsin,55051.0,2,1
2020-05-12,Jackson,Wisconsin,55053.0,14,1
2020-05-12,Jefferson,Wisconsin,55055.0,52,2
2020-05-12,Juneau,Wisconsin,55057.0,21,1
2020-05-12,Kenosha,Wisconsin,55059.0,716,16
2020-05-12,Kewaunee,Wisconsin,55061.0,29,1
2020-05-12,La Crosse,Wisconsin,55063.0,34,0
2020-05-12,Lafayette,Wisconsin,55065.0,13,0
2020-05-12,Lincoln,Wisconsin,55069.0,1,0
2020-05-12,Manitowoc,Wisconsin,55071.0,20,1
2020-05-12,Marathon,Wisconsin,55073.0,25,1
2020-05-12,Marinette,Wisconsin,55075.0,21,1
2020-05-12,Marquette,Wisconsin,55077.0,3,1
2020-05-12,Menominee,Wisconsin,55078.0,2,0
2020-05-12,Milwaukee,Wisconsin,55079.0,4069,235
2020-05-12,Monroe,Wisconsin,55081.0,15,1
2020-05-12,Oconto,Wisconsin,55083.0,28,0
2020-05-12,Oneida,Wisconsin,55085.0,7,0
2020-05-12,Outagamie,Wisconsin,55087.0,117,2
2020-05-12,Ozaukee,Wisconsin,55089.0,107,10
2020-05-12,Pierce,Wisconsin,55093.0,14,0
2020-05-12,Polk,Wisconsin,55095.0,5,0
2020-05-12,Portage,Wisconsin,55097.0,7,0
2020-05-12,Price,Wisconsin,55099.0,1,0
2020-05-12,Racine,Wisconsin,55101.0,763,17
2020-05-12,Richland,Wisconsin,55103.0,13,2
2020-05-12,Rock,Wisconsin,55105.0,369,13
2020-05-12,Rusk,Wisconsin,55107.0,4,0
2020-05-12,Sauk,Wisconsin,55111.0,73,3
2020-05-12,Sawyer,Wisconsin,55113.0,4,0
2020-05-12,Shawano,Wisconsin,55115.0,25,0
2020-05-12,Sheboygan,Wisconsin,55117.0,66,2
2020-05-12,St. Croix,Wisconsin,55109.0,31,0
2020-05-12,Trempealeau,Wisconsin,55121.0,6,0
2020-05-12,Vernon,Wisconsin,55123.0,4,0
2020-05-12,Vilas,Wisconsin,55125.0,4,0
2020-05-12,Walworth,Wisconsin,55127.0,244,11
2020-05-12,Washburn,Wisconsin,55129.0,1,0
2020-05-12,Washington,Wisconsin,55131.0,119,4
2020-05-12,Waukesha,Wisconsin,55133.0,414,23
2020-05-12,Waupaca,Wisconsin,55135.0,13,1
2020-05-12,Waushara,Wisconsin,55137.0,4,0
2020-05-12,Winnebago,Wisconsin,55139.0,101,1
2020-05-12,Wood,Wisconsin,55141.0,4,0
2020-05-13,Adams,Wisconsin,55001.0,4,1
2020-05-13,Ashland,Wisconsin,55003.0,2,0
2020-05-13,Barron,Wisconsin,55005.0,11,0
2020-05-13,Bayfield,Wisconsin,55007.0,3,1
2020-05-13,Brown,Wisconsin,55009.0,1982,20
2020-05-13,Buffalo,Wisconsin,55011.0,5,1
2020-05-13,Calumet,Wisconsin,55015.0,44,1
2020-05-13,Chippewa,Wisconsin,55017.0,31,0
2020-05-13,Clark,Wisconsin,55019.0,24,4
2020-05-13,Columbia,Wisconsin,55021.0,34,1
2020-05-13,Crawford,Wisconsin,55023.0,17,0
2020-05-13,Dane,Wisconsin,55025.0,491,22
2020-05-13,Dodge,Wisconsin,55027.0,79,1
2020-05-13,Door,Wisconsin,55029.0,23,3
2020-05-13,Douglas,Wisconsin,55031.0,11,0
2020-05-13,Dunn,Wisconsin,55033.0,19,0
2020-05-13,Eau Claire,Wisconsin,55035.0,61,0
2020-05-13,Florence,Wisconsin,55037.0,2,0
2020-05-13,Fond du Lac,Wisconsin,55039.0,111,3
2020-05-13,Forest,Wisconsin,55041.0,5,0
2020-05-13,Grant,Wisconsin,55043.0,70,9
2020-05-13,Green,Wisconsin,55045.0,36,0
2020-05-13,Green Lake,Wisconsin,55047.0,10,0
2020-05-13,Iowa,Wisconsin,55049.0,10,0
2020-05-13,Iron,Wisconsin,55051.0,2,1
2020-05-13,Jackson,Wisconsin,55053.0,14,1
2020-05-13,Jefferson,Wisconsin,55055.0,54,2
2020-05-13,Juneau,Wisconsin,55057.0,21,1
2020-05-13,Kenosha,Wisconsin,55059.0,736,17
2020-05-13,Kewaunee,Wisconsin,55061.0,29,1
2020-05-13,La Crosse,Wisconsin,55063.0,34,0
2020-05-13,Lafayette,Wisconsin,55065.0,14,0
2020-05-13,Lincoln,Wisconsin,55069.0,1,0
2020-05-13,Manitowoc,Wisconsin,55071.0,20,1
2020-05-13,Marathon,Wisconsin,55073.0,28,1
2020-05-13,Marinette,Wisconsin,55075.0,21,1
2020-05-13,Marquette,Wisconsin,55077.0,3,1
2020-05-13,Menominee,Wisconsin,55078.0,2,0
2020-05-13,Milwaukee,Wisconsin,55079.0,4215,236
2020-05-13,Monroe,Wisconsin,55081.0,15,1
2020-05-13,Oconto,Wisconsin,55083.0,28,0
2020-05-13,Oneida,Wisconsin,55085.0,7,0
2020-05-13,Outagamie,Wisconsin,55087.0,122,2
2020-05-13,Ozaukee,Wisconsin,55089.0,110,10
2020-05-13,Pierce,Wisconsin,55093.0,14,0
2020-05-13,Polk,Wisconsin,55095.0,5,0
2020-05-13,Portage,Wisconsin,55097.0,7,0
2020-05-13,Price,Wisconsin,55099.0,1,0
2020-05-13,Racine,Wisconsin,55101.0,785,17
2020-05-13,Richland,Wisconsin,55103.0,13,2
2020-05-13,Rock,Wisconsin,55105.0,380,13
2020-05-13,Rusk,Wisconsin,55107.0,4,0
2020-05-13,Sauk,Wisconsin,55111.0,73,3
2020-05-13,Sawyer,Wisconsin,55113.0,4,0
2020-05-13,Shawano,Wisconsin,55115.0,27,0
